  1.00000e-03  9.80090e+01  1.13914e+02
  2.00000e-03  6.93261e+01  8.05679e+01
  3.00000e-03  5.66235e+01  6.57983e+01
  4.00000e-03  4.90539e+01  5.69959e+01
  5.00000e-03  4.38899e+01  5.09903e+01
  6.00000e-03  4.00793e+01  4.65581e+01
  7.00000e-03  3.71187e+01  4.31142e+01
  8.00000e-03  3.47330e+01  4.03388e+01
  9.00000e-03  3.27576e+01  3.80405e+01
  1.00000e-02  3.10871e+01  3.60965e+01
  1.00000e-02  3.10871e+01  3.60965e+01
  2.00000e-02  2.20560e+01  2.55823e+01
  3.00000e-02  1.80695e+01  2.09357e+01
  4.00000e-02  1.57017e+01  1.81725e+01
  5.00000e-02  1.40917e+01  1.62915e+01
  6.00000e-02  1.29076e+01  1.49065e+01
  7.00000e-02  1.19908e+01  1.38329e+01
  8.00000e-02  1.12547e+01  1.29697e+01
  9.00000e-02  1.06473e+01  1.22566e+01
  1.00000e-01  1.01355e+01  1.16550e+01
  1.10000e-01  9.69702e+00  1.11389e+01
  1.00000e-01  1.01355e+01  1.16550e+01
  2.00000e-01  7.41906e+00  8.44173e+00
  3.00000e-01  6.27515e+00  7.06697e+00
  4.00000e-01  5.63364e+00  6.28110e+00
  5.00000e-01  5.22751e+00  5.77149e+00
  6.00000e-01  4.95455e+00  5.41817e+00
  7.00000e-01  4.76634e+00  5.16412e+00
  8.00000e-01  4.63671e+00  4.97843e+00
  9.00000e-01  4.55029e+00  4.84282e+00
  1.00000e+00  4.49744e+00  4.74579e+00
  1.20000e+00  4.46956e+00  4.63972e+00
  1.40000e+00  4.52380e+00  4.62413e+00
  1.60000e+00  4.64760e+00  4.68236e+00
  1.80000e+00  4.83713e+00  4.80773e+00
  2.00000e+00  5.09449e+00  4.99998e+00
  2.20000e+00  5.42664e+00  5.26392e+00
  2.40000e+00  5.84563e+00  5.60933e+00
  2.60000e+00  6.36954e+00  6.05168e+00
  2.80000e+00  7.02447e+00  6.61384e+00
  3.00000e+00  7.84791e+00  7.32905e+00
  3.20000e+00  8.89422e+00  8.24590e+00
  3.40000e+00  1.02440e+01  9.43677e+00
  3.60000e+00  1.20202e+01  1.10125e+01
  3.80000e+00  1.44178e+01  1.31494e+01
  4.00000e+00  1.77601e+01  1.61410e+01
  4.20000e+00  2.26163e+01  2.05063e+01
  4.40000e+00  3.00652e+01  2.72338e+01
  4.60000e+00  4.23615e+01  3.84054e+01
  4.80000e+00  6.48971e+01  5.90527e+01
  5.00000e+00  1.13391e+02  1.04105e+02
  5.02500e+00  1.23220e+02  1.13328e+02
  5.05000e+00  1.34414e+02  1.23868e+02
  5.07500e+00  1.47238e+02  1.35986e+02
  5.10000e+00  1.62023e+02  1.50016e+02
  5.12500e+00  1.79191e+02  1.66383e+02
  5.15000e+00  1.99280e+02  1.85635e+02
  5.17500e+00  2.22989e+02  2.08493e+02
  5.20000e+00  2.51239e+02  2.35916e+02
  5.22500e+00  2.85256e+02  2.69201e+02
  5.25000e+00  3.26704e+02  3.10137e+02
  5.27500e+00  3.77878e+02  3.61240e+02
  5.30000e+00  4.42003e+02  4.26131e+02
  5.32500e+00  5.23694e+02  5.10142e+02
  5.35000e+00  6.29667e+02  6.21313e+02
  5.37500e+00  7.69818e+02  7.72001e+02
  5.40000e+00  9.58675e+02  9.81271e+02
  5.42500e+00  1.21683e+03  1.27755e+03
  5.45000e+00  1.57045e+03  1.69851e+03
  5.47500e+00  2.04436e+03  2.27983e+03
  5.50000e+00  2.64198e+03  3.02152e+03
  5.52500e+00  3.31289e+03  3.83633e+03
  5.55000e+00  3.93052e+03  4.52694e+03
  5.57500e+00  4.32024e+03  4.85590e+03
  5.60000e+00  4.34740e+03  4.69238e+03
  5.62500e+00  4.00385e+03  4.10688e+03
  5.65000e+00  3.41181e+03  3.31560e+03
  5.67500e+00  2.74315e+03  2.53687e+03
  5.70000e+00  2.13090e+03  1.89437e+03
  5.72500e+00  1.63543e+03  1.41485e+03
  5.75000e+00  1.26096e+03  1.07329e+03
  5.77500e+00  9.86136e+02  8.32373e+02
  5.80000e+00  7.85190e+02  6.60456e+02
  5.82500e+00  6.36695e+02  5.35139e+02
  5.85000e+00  5.25081e+02  4.41612e+02
  5.87500e+00  4.39604e+02  3.70220e+02
  5.90000e+00  3.72944e+02  3.14606e+02
